Participant	Statement	Accuracy	Confidence_level	Confidence_type	Free_cued_recall
21	27	1			2
21	28	0	40.0	1.0	2
21	29	0	40.0	2.0	2
21	3	1	100.0	1.0	1
21	30	1	60.0	1.0	2
21	31	1	100.0	2.0	2
21	32	1	60.0	1.0	2
21	33	1	80.0	1.0	2
21	34	1	80.0	1.0	2
21	35	0	20.0	2.0	2
21	36	0			2
21	37	0			2
21	38	1			2
21	39	0	100.0	1.0	2
21	4	1	100.0	1.0	1
21	40	1			2
21	41	0	100.0	2.0	2
21	42	1	80.0	1.0	2
21	44	1			2
21	46	1	80.0	1.0	2
21	47	1			2
21	48	0			2
21	49	1	80.0	2.0	2
21	5	1	100.0	1.0	1
21	50	1			2
21	51	1	100.0	2.0	2
21	52	1	100.0	1.0	2
21	53	1			2
21	54	0			2
21	55	1	100.0	1.0	2
21	56	1	80.0	1.0	2
21	57	1			2
21	58	1	80.0	1.0	2
21	59	1	60.0	1.0	2
21	6	0	100.0	1.0	1
21	60	1	60.0	2.0	2
21	61	0			2
21	62	1	80.0	1.0	2
21	63	1	80.0	1.0	2
21	64	0	80.0	1.0	2
21	65	1			2
21	66	1			2
21	67	0	100.0	2.0	2
21	68	1	100.0	2.0	2
21	69	1	100.0	1.0	2
21	7	1	100.0	1.0	1
21	70	0	60.0	1.0	2
21	71	1	80.0	1.0	2
21	72	1	100.0	2.0	2
21	73	1	80.0	1.0	2
21	74	1			2
21	75	0	80.0	1.0	2
21	76	1	60.0	1.0	2
21	77	1	60.0	2.0	2
21	78	1	100.0	2.0	2
21	8	0	80.0	1.0	1
21	9	1	100.0	1.0	1
23	1	1	100.0	1.0	1
23	10	1	80.0	1.0	2
23	11	1	60.0	1.0	2
23	12	0	80.0	1.0	2
23	13	1	80.0	1.0	2
23	14	1	80.0	1.0	2
23	15	1	60.0	1.0	2
23	16	1	80.0	1.0	2
23	17	0	80.0	1.0	2
23	18	1	60.0	2.0	2
23	19	1	100.0	1.0	2
23	2	1	100.0	1.0	1
23	20	1	100.0	1.0	2
23	21	1	100.0	2.0	2
23	22	1	80.0	2.0	2
23	23	1	100.0	2.0	2
23	25	1			2
23	26	0	80.0	1.0	2
23	27	0	80.0	1.0	2
23	28	1			2
23	29	0	100.0	1.0	2
23	3	1	100.0	1.0	1
23	30	1	80.0	1.0	2
23	31	1	100.0	1.0	2
23	32	0	100.0	2.0	2
23	33	0	100.0	1.0	2
23	34	1	100.0	1.0	2
23	35	1	100.0	2.0	2
23	36	1	100.0	1.0	2
23	37	0	80.0	1.0	2
23	38	1	100.0	1.0	2
23	39	1	100.0	2.0	2
23	4	1	100.0	1.0	1
23	40	1			2
23	41	1			2
23	42	0	60.0	1.0	2
23	43	0			2
23	44	1			2
23	45	1			2
23	46	0	80.0	1.0	2
23	47	0	80.0	1.0	2
23	48	0	80.0	1.0	2
23	49	0	80.0	2.0	2
23	5	1	100.0	1.0	1
23	50	1	100.0	1.0	2
23	51	0			2
23	52	0			2
23	53	1	100.0	1.0	2
23	54	1			2
23	55	1			2
23	56	0			2
23	57	1	100.0	1.0	2
23	58	1			2
23	59	1	100.0	1.0	2
23	6	0	100.0	1.0	1
23	60	1	100.0	1.0	2
23	61	1			2
23	62	1	80.0	1.0	2
23	63	0	60.0	1.0	2
23	64	0			2
23	65	1	100.0	1.0	2
23	66	1			2
23	68	1			2
23	69	0	60.0	1.0	2
23	7	1	100.0	1.0	1
23	70	0	60.0	1.0	2
23	71	0	60.0	1.0	2
23	72	1			2
23	73	1	80.0	1.0	2
23	74	1	80.0	1.0	2
23	75	0	60.0	1.0	2
23	9	1			2
24	1	1	100.0	1.0	1
24	10	1	100.0	1.0	1
24	11	1	100.0	1.0	1
24	12	1			1
24	13	1	100.0	2.0	2
24	14	1			2
24	15	1	100.0	1.0	2
24	16	0	80.0	1.0	2
24	17	1	100.0	1.0	2
24	18	1	100.0	1.0	2
24	19	1	80.0	1.0	2
24	2	1			1
24	20	0	100.0	1.0	2
24	21	1	100.0	2.0	2
24	22	1	100.0	1.0	2
24	23	1	100.0	1.0	2
24	24	0	100.0	1.0	2
24	25	0	80.0	1.0	2
24	26	0	80.0	2.0	2
24	27	1	100.0	1.0	2
24	28	0	80.0	1.0	2
24	29	1			2
24	3	1	100.0	1.0	1
24	30	0	100.0	1.0	2
24	32	1	100.0	1.0	2
24	33	0	80.0	1.0	2
24	34	1	80.0	1.0	2
24	35	0			2
24	36	0	100.0	1.0	2
24	37	1			2
24	38	1	100.0	2.0	2
24	39	1	100.0	2.0	2
24	4	1	100.0	1.0	1
24	40	1	100.0	2.0	2
24	42	0	80.0	1.0	2
24	43	0			2
24	44	1	100.0	1.0	2
24	45	0	100.0	1.0	2
24	46	0	100.0	1.0	2
24	47	0	100.0	1.0	2
24	48	0	100.0	1.0	2
24	49	1			2
24	5	1	100.0	1.0	1
24	50	1	100.0	1.0	2
24	51	1	100.0	1.0	2
24	52	1	100.0	1.0	2
24	53	1	100.0	1.0	2
24	54	1	100.0	2.0	2
24	55	1	100.0	1.0	2
24	56	1			2
24	57	1	100.0	1.0	2
24	58	0	100.0	1.0	2
24	59	1	100.0	2.0	2
24	6	1			1
24	60	1			2
24	61	1			2
24	62	0			2
24	63	0	80.0	1.0	2
24	64	0	80.0	2.0	2
24	64,5	0	80.0	2.0	2
24	65	1			2
24	66	1			2
24	67	0	100.0	1.0	2
24	68	1	100.0	1.0	2
24	69	1	100.0	1.0	2
24	7	1			1
24	8	1			1
24	9	1	100.0	1.0	1
26	10	1			2
26	11	1	100.0	1.0	2
26	12	1	100.0	1.0	2
26	13	1	100.0	1.0	2
26	14	1			2
26	15	1	80.0	1.0	2
26	16	1	80.0	1.0	2
26	17	1	60.0	1.0	2
26	18	1	80.0	1.0	2
26	19	1	100.0	1.0	2
26	20	1	100.0	2.0	2
26	21	1	100.0	1.0	2
26	22	0	80.0	1.0	2
26	23	0	100.0	1.0	2
26	24	1			2
26	25	0	60.0	1.0	2
26	26	0	100.0	1.0	2
26	31	1	100.0	1.0	2
26	32	1	100.0	2.0	2
26	33	1	100.0	1.0	2
26	34	1	100.0	1.0	2
26	35	1	100.0	1.0	2
26	36	1	100.0	2.0	2
26	37	1	100.0	2.0	2
26	38	1	60.0	1.0	2
26	39	0			2
26	40	1	80.0	1.0	2
26	42	0	60.0	1.0	2
26	43	1	100.0	2.0	2
26	45	1			2
26	46	1			2
26	47	1	100.0	1.0	2
26	54	0			2
26	59	1	100.0	1.0	2
26	60	1	100.0	1.0	2
26	61	1	100.0	1.0	2
26	7	1	100.0	1.0	1
26	9	1	100.0	1.0	1
27	10	0	100.0	1.0	2
27	11	1	80.0	1.0	2
27	12	1	80.0	1.0	2
27	13	1	100.0	1.0	2
27	14	1	100.0	1.0	2
27	15	1	100.0	2.0	2
27	16	1	40.0	1.0	2
27	17	1	60.0	1.0	2
27	18	1	80.0	1.0	2
27	19	1	40.0	1.0	2
27	2	1	100.0	1.0	1
27	20	1	60.0	1.0	2
27	21	1	60.0	2.0	2
27	22	1	80.0	1.0	2
27	23	1	60.0	1.0	2
27	24	0	80.0	1.0	2
27	25	1	60.0	1.0	2
27	27	0			2
27	29	0	80.0	1.0	2
27	3	1			1
27	30	1	60.0	1.0	2
27	32	1	80.0	1.0	2
27	34	1			2
27	36	0	100.0	1.0	2
27	37	1	100.0	1.0	2
27	38	1	100.0	1.0	2
27	39	1	100.0	1.0	2
27	4	0	100.0	1.0	1
27	40	0	80.0	1.0	2
27	41	1	100.0	1.0	2
27	42	0	100.0	1.0	2
27	43	1			2
27	44	0	40.0	1.0	2
27	45	1			2
27	46	1	100.0	1.0	2
27	47	1	80.0	1.0	2
27	5	0	100.0	1.0	1
27	6	0			1
27	7	1			2
27	9	0	80.0	1.0	2
28	1	1	100.0	1.0	1
28	10	1	100.0	1.0	1
28	11	1	100.0	1.0	1
28	12	1	100.0	1.0	1
28	13	1	80.0	1.0	1
28	14	0	100.0	1.0	1
28	15	1	80.0	1.0	1
28	16	1	80.0	1.0	1
28	17	1	80.0	2.0	1
28	18	1	100.0	2.0	2
28	19	1			2
28	2	1	100.0	1.0	1
28	20	1	80.0	1.0	2
28	21	1	100.0	1.0	2
28	22	1	100.0	2.0	2
28	23	1	100.0	2.0	2
28	24	1	100.0	2.0	2
28	25	1	100.0	1.0	2
28	26	1	80.0	1.0	2
28	27	1	80.0	1.0	2
28	28	1	100.0	1.0	2
28	29	1	100.0	1.0	2
28	3	1			1
28	30	1	100.0	1.0	2
28	31	1	80.0	1.0	2
28	32	1	80.0	1.0	2
28	33	1	80.0	1.0	2
28	34	0	60.0	1.0	2
28	35	0	20.0	1.0	2
28	36	1	100.0	1.0	2
28	38	1	100.0	1.0	2
28	39	1	80.0	1.0	2
28	4	1			1
28	40	1			2
28	41	1	100.0	1.0	2
28	42	0	80.0	1.0	2
28	43	1			2
28	44	1			2
28	45	1	20.0	1.0	2
28	46	1	100.0	2.0	2
28	48	1			2
28	49	1	100.0	2.0	2
28	5	1	80.0	1.0	1
28	50	1	100.0	1.0	2
28	51	1	100.0	2.0	2
28	52	1			2
28	53	1			2
28	54	1	100.0	2.0	2
28	55	0	40.0	1.0	2
28	56	0			2
28	57	1	100.0	2.0	2
28	58	1	100.0	1.0	2
28	59	1	100.0	2.0	2
28	6	0	20.0	1.0	1
28	60	0	100.0	2.0	2
28	61	1	100.0	2.0	2
28	62	1	80.0	2.0	2
28	63	1			2
28	64	1	100.0	1.0	2
28	65	1			2
28	66	1			2
28	67	1			2
28	68	1	80.0	1.0	2
28	69	1	80.0	2.0	2
28	7	1	100.0	1.0	1
28	71	1	80.0	1.0	2
28	72	1			2
28	73	1	100.0	1.0	2
28	74	1			2
28	75	1			2
28	76	1	100.0	1.0	2
28	77	1			2
28	78	1	100.0	1.0	2
28	79	0	60.0	1.0	2
28	8	1	100.0	1.0	1
28	80	1			2
28	81	1			2
28	82	1	100.0	1.0	2
28	82,5	1	100.0	1.0	2
28	83	1	80.0	1.0	2
28	84	1			2
28	85	1	80.0	2.0	2
28	9	1	100.0	1.0	1
29	1	1	100.0	1.0	1
29	10	1	100.0	1.0	1
29	11	1	100.0	1.0	1
29	12	1	100.0	1.0	1
29	13	1	100.0	1.0	1
29	14	0	100.0	1.0	1
29	15	1	100.0	2.0	2
29	16	1	80.0	1.0	2
29	17	1	100.0	1.0	2
29	18	1	100.0	1.0	2
29	19	1	100.0	1.0	2
29	2	0	100.0	1.0	1
29	21	1	100.0	1.0	2
29	22	1	100.0	1.0	2
29	23	1	100.0	2.0	2
29	24	1	100.0	1.0	2
29	25	1	100.0	2.0	2
29	26	1	100.0	1.0	2
29	27	1	100.0	2.0	2
29	28	1	100.0	2.0	2
29	3	1	100.0	1.0	1
29	30	1			2
29	31	0	100.0	1.0	2
29	32	0	80.0	1.0	2
29	33	0	100.0	1.0	2
29	34	1	80.0	1.0	2
29	35	1	100.0	1.0	2
29	36	1	100.0	2.0	2
29	37	1	100.0	2.0	2
29	38	0	60.0	1.0	2
29	39	1	100.0	1.0	2
29	4	1	100.0	1.0	1
29	40	1	100.0	1.0	2
29	41	0	100.0	1.0	2
29	43	0	100.0	2.0	2
29	44	0	100.0	1.0	2
29	45	1	100.0	2.0	2
29	48	1			2
29	49	1	100.0	2.0	2
29	5	1	100.0	1.0	1
29	50	1	100.0	1.0	2
29	51	1			2
29	52	1			2
29	53	1	80.0	2.0	2
29	54	1			2
29	55	1	100.0	1.0	2
29	56	1			2
29	58	1			2
29	59	1	80.0	2.0	2
29	6	1	100.0	1.0	1
29	60	1	60.0	1.0	2
29	61	0	80.0	1.0	2
29	62	1			2
29	63	1			2
29	64	0	80.0	1.0	2
29	65	1	100.0	2.0	2
29	66	1	100.0	1.0	2
29	67	1	100.0	2.0	2
29	7	1	100.0	1.0	1
29	8	1	100.0	1.0	1
29	9	1			1
3	1	1	100.0	1.0	1
3	10	1	60.0	1.0	2
3	11	1	80.0	1.0	2
3	12	1	80.0	1.0	2
3	13	1			2
3	14	1	80.0	1.0	2
3	15	0	80.0	1.0	2
3	16	1			2
3	17	0	80.0	2.0	2
3	18	1	80.0	1.0	2
3	19	1	60.0	1.0	2
3	2	1	100.0	1.0	1
3	20	1	80.0	2.0	2
3	21	1	80.0	1.0	2
3	22	1			2
3	23	0	80.0	1.0	2
3	24	1	100.0	2.0	2
3	25	0	60.0	1.0	2
3	26	0	40.0	1.0	2
3	27	1	80.0	1.0	2
3	28	1	80.0	2.0	2
3	29	1	80.0	1.0	2
3	3	1	100.0	1.0	1
3	30	1	60.0	1.0	2
3	31	0	80.0	1.0	2
3	32	1	80.0	1.0	2
3	33	1			2
3	34	1	60.0	1.0	2
3	35	1	80.0	2.0	2
3	36	1	80.0	1.0	2
3	37	0			2
3	38	1	80.0	2.0	2
3	39	0	80.0	1.0	2
3	4	1	100.0	1.0	1
3	40	0	60.0	1.0	2
3	41	0	80.0	1.0	2
3	42	0	60.0	1.0	2
3	43	1	40.0	1.0	2
3	44	1	40.0	2.0	2
3	45	1	60.0	1.0	2
3	46	1	60.0	1.0	2
3	47	1	80.0	1.0	2
3	48	1			2
3	5	1	100.0	1.0	1
3	50	1	100.0	2.0	2
3	51	1	100.0	2.0	2
3	52	1	80.0	1.0	2
3	53	1			2
3	54	0	100.0	1.0	2
3	55	1	80.0	1.0	2
3	56	0	80.0	1.0	2
3	57	1			2
3	58	1			2
3	6	1	80.0	1.0	1
3	7	1	100.0	1.0	1
3	8	1	80.0	1.0	1
3	9	0	80.0	1.0	2
30	1	1	100.0	1.0	1
30	10	1			1
30	11	1	100.0	1.0	1
30	12	1	100.0	1.0	1
30	13	1			1
30	14	1			1
30	15	0			1
30	16	0	100.0	1.0	1
30	17	1	100.0	1.0	1
30	18	1			1
30	19	1	100.0	1.0	1
30	2	1	100.0	1.0	1
30	20	1	100.0	2.0	2
30	21	1	100.0	1.0	2
30	22	1	100.0	2.0	2
30	24	1			2
30	27	1	80.0	1.0	2
30	28	1			2
30	29	1	100.0	1.0	2
30	3	1			1
30	31	1	80.0	1.0	2
30	32	1	100.0	1.0	2
30	33	1	100.0	2.0	2
30	34	0			2
30	35	1			2
30	36	1	100.0	1.0	2
30	37	1			2
30	4	1	100.0	1.0	1
30	42	1	100.0	1.0	2
30	44	1	100.0	1.0	2
30	45	1	100.0	1.0	2
30	46	0			2
30	47	1			2
30	49	0	100.0	1.0	2
30	5	1	100.0	1.0	1
30	50	1	100.0	1.0	2
30	51	1			2
30	54	1			2
30	56	1	100.0	2.0	2
30	58	0			2
30	6	0	100.0	1.0	1
30	60	1			2
30	61	1	60.0	1.0	2
30	62	1	100.0	1.0	2
30	63	1			2
30	64	0			2
30	65	0	60.0	1.0	2
30	66	0	100.0	1.0	2
30	67	1			2
30	68	0			2
30	69	1	100.0	2.0	2
30	7	0	80.0	1.0	1
30	70	0			2
30	71	0			2
30	72	1			2
30	75	1	100.0	2.0	2
30	76	1			2
30	77	1	100.0	1.0	2
30	78	1			2
30	79	1	20.0	1.0	2
30	8	0			1
30	80	1			2
30	81	1	100.0	1.0	2
30	82	0			2
30	83	1	100.0	1.0	2
30	84	0			2
30	85	0	20.0	1.0	2
30	86	1			2
30	87	0	20.0	2.0	2
30	89	1	100.0	2.0	2
30	9	1			1
30	90	0	100.0	1.0	2
30	91	0	0.0	1.0	2
30	92	0	0.0	1.0	2
30	93	1			2
31	1	1	100.0	1.0	1
31	10	1	100.0	1.0	2
31	11	1	100.0	1.0	2
31	12	1			2
31	13	1	100.0	1.0	2
31	14	1	80.0	1.0	2
31	15	1	100.0	1.0	2
31	16	1	100.0	1.0	2
31	17	1	100.0	2.0	2
31	18	1	100.0	1.0	2
31	19	1	100.0	1.0	2
31	2	1			1
31	20	0	100.0	1.0	2
31	21	0			2
31	22	1	100.0	1.0	2
31	23	0			2
31	25	1	60.0	1.0	2
31	26	1	100.0	1.0	2
31	27	0	60.0	1.0	2
31	28	0	80.0	1.0	2
31	29	1	100.0	1.0	2
31	3	1	100.0	1.0	1
31	30	0	60.0	1.0	2
31	32	1	100.0	1.0	2
31	33	1	100.0	1.0	2
31	34	1	100.0	1.0	2
31	35	0	80.0	1.0	2
31	36	0	60.0	1.0	2
31	37	0			2
31	38	1	100.0	1.0	2
31	39	1			2
31	4	1	80.0	1.0	1
31	40	1			2
31	41	1			2
31	42	0	80.0	1.0	2
31	43	0	80.0	1.0	2
31	44	1	80.0	1.0	2
31	45	0	80.0	1.0	2
31	46	0	80.0	1.0	2
31	47	1			2
31	48	1			2
31	49	1			2
31	5	1			1
31	50	1			2
31	51	1			2
31	52	1			2
31	53	1			2
31	54	1			2
31	55	1			2
31	56	0			2
31	57	1	100.0	1.0	2
31	58	1	100.0	1.0	2
31	59	1	100.0	2.0	2
31	6	1	100.0	2.0	2
31	60	0			2
31	61	1			2
31	62	1	80.0	1.0	2
31	63	0	100.0	1.0	2
31	64	0	60.0	1.0	2
31	65	1			2
31	66	1	100.0	1.0	2
31	67	0	60.0	1.0	2
31	68	1	100.0	1.0	2
31	69	1	80.0	1.0	2
31	7	1			2
31	70	0			2
31	8	1			2
31	9	1	100.0	1.0	2
32	1	1	80.0	1.0	1
32	10	1	100.0	2.0	2
32	11	1			2
32	12	1	100.0	1.0	2
32	13	1	80.0	1.0	2
32	14	0			2
32	15	1			2
32	16	1	40.0	1.0	2
32	17	1	40.0	1.0	2
32	18	1	60.0	1.0	2
32	19	0	40.0	1.0	2
32	2	1	100.0	1.0	1
32	20	1	40.0	1.0	2
32	21	1			2
32	22	1	100.0	1.0	2
32	23	1	80.0	1.0	2
32	24	0	40.0	1.0	2
32	25	0			2
32	26	1			2
32	27	1	80.0	1.0	2
32	28	1			2
32	29	1	100.0	1.0	2
32	3	1			1
32	30	1			2
32	31	1	60.0	1.0	2
32	32	1	60.0	1.0	2
32	33	0			2
32	35	1	80.0	2.0	2
32	36	1			2
32	37	1	60.0	1.0	2
32	38	1			2
32	39	1	100.0	2.0	2
32	4	1	80.0	1.0	1
32	40	1	80.0	1.0	2
32	41	1	60.0	1.0	2
32	42	1	60.0	2.0	2
32	44	1			2
32	45	1	60.0	1.0	2
32	46	1	80.0	1.0	2
32	47	1	80.0	1.0	2
32	48	1	40.0	1.0	2
32	49	1			2
32	5	1	100.0	1.0	1
32	50	1			2
32	51	1	100.0	2.0	2
32	52	1	80.0	2.0	2
32	53	1	80.0	1.0	2
32	54	1	80.0	1.0	2
32	55	1	80.0	1.0	2
32	56	1			2
32	57	1	60.0	1.0	2
32	58	1	60.0	2.0	2
32	59	1	40.0	1.0	2
32	6	1	100.0	1.0	1
32	60	1	100.0	1.0	2
32	61	1	100.0	2.0	2
32	62	1	80.0	1.0	2
32	63	0	20.0	1.0	2
32	64	1			2
32	65	1	80.0	1.0	2
32	66	1			2
32	67	1	100.0	2.0	2
32	68	1	20.0	1.0	3
32	7	1	80.0	1.0	1
32	8	1	100.0	1.0	1
32	9	0	100.0	1.0	1
34	1	1	100.0	1.0	1
34	10	1			1
34	11	0			1
34	12	1	60.0	1.0	1
34	14	1			1
34	15	0	100.0	1.0	1
34	16	1	100.0	1.0	1
34	17	0	80.0	1.0	1
34	2	1	100.0	1.0	1
34	20	1	100.0	2.0	2
34	21	1	80.0	1.0	2
34	22	1	60.0	1.0	2
34	23	1			2
34	24	0	80.0	2.0	2
34	25	1			2
34	26	1	100.0	1.0	2
34	27	0			2
34	28	1			2
34	29	1	80.0	1.0	2
34	3	0	80.0	1.0	1
34	30	1	80.0	1.0	2
34	31	0	80.0	1.0	2
34	32	0	60.0	1.0	2
34	32,5	0	60.0	2.0	2
34	34	1			2
34	35	1	80.0	1.0	2
34	36	1			2
34	37	1			2
34	38	1	80.0	2.0	2
34	4	1	100.0	1.0	1
34	40	0			2
34	42	1			2
34	43	1	60.0	1.0	2
34	44	1	60.0	1.0	2
34	45	1	100.0	2.0	2
34	46	1	60.0	1.0	2
34	47	1	100.0	2.0	2
34	48	1	100.0	1.0	2
34	49	0	80.0	1.0	2
34	5	1	100.0	1.0	1
34	51	0	80.0	1.0	2
34	52	1			2
34	53	1	80.0	1.0	2
34	54	0	100.0	2.0	2
34	55	1	100.0	2.0	2
34	57	1	100.0	2.0	2
34	58	1	100.0	2.0	2
34	59	1			2
34	6	1			1
34	60	1	100.0	1.0	2
34	61	1			2
34	62	1	60.0	1.0	2
34	63	1	80.0	1.0	2
34	64	1	60.0	1.0	2
34	66	0	80.0	2.0	2
34	67	1	80.0	1.0	2
34	68	1	60.0	2.0	2
34	69	1			2
34	7	1			1
34	70	1	100.0	1.0	2
34	71	1			2
34	72	1			2
34	73	1			2
34	74	0	80.0	1.0	2
34	75	1			2
34	76	1			2
34	77	1	60.0	1.0	2
34	78	1			2
34	79	0	80.0	1.0	2
34	8	1	100.0	1.0	1
34	80	1			2
34	81	1	100.0	1.0	2
34	82	1	80.0	1.0	2
34	83	1	80.0	2.0	2
34	84	1			2
35	1	1	100.0	1.0	1
35	10	1			1
35	11	1	100.0	2.0	2
35	12	1	60.0	1.0	2
35	13	0	100.0	1.0	2
35	14	1	100.0	2.0	2
35	15	0	60.0	1.0	2
35	16	0	40.0	1.0	2
35	17	1			2
35	18	1			2
35	19	1	100.0	1.0	2
35	2	1	100.0	1.0	1
35	20	1	80.0	1.0	2
35	21	0	100.0	1.0	2
35	22	0	100.0	2.0	2
35	23	1	100.0	1.0	2
35	24	1			2
35	25	1	80.0	1.0	2
35	26	1	60.0	2.0	2
35	27	1	100.0	1.0	2
35	28	1			2
35	29	1	80.0	1.0	2
35	3	1	100.0	1.0	1
35	30	0	100.0	1.0	2
35	31	1	100.0	1.0	2
35	32	1	100.0	2.0	2
35	33	0	100.0	1.0	2
35	34	0			2
35	37	1	100.0	2.0	2
35	39	1	80.0	1.0	2
35	4	1	100.0	1.0	1
35	40	1	100.0	1.0	2
35	41	0	60.0	1.0	2
35	42	1	100.0	1.0	2
35	43	1	100.0	1.0	2
35	44	1	100.0	1.0	2
35	45	1			2
35	48	0	80.0	1.0	2
35	49	0	80.0	1.0	2
35	5	1	100.0	1.0	1
35	50	0	100.0	1.0	2
35	51	0	100.0	1.0	2
35	53	0	100.0	2.0	2
35	57	1	100.0	1.0	2
35	58	1			2
35	59	1			2
35	6	1	100.0	1.0	1
35	60	1	100.0	2.0	2
35	61	1	100.0	2.0	2
35	62	1	100.0	2.0	2
35	63	1	100.0	1.0	2
35	65	1			2
35	66	1			2
35	67	1			2
35	68	1	100.0	1.0	2
35	69	1	100.0	1.0	2
35	7	1			1
35	70	1	100.0	1.0	2
35	74	1			2
35	75	0	100.0	1.0	2
35	76	1			2
35	77	0	60.0	1.0	2
35	78	1			2
35	79	1	100.0	1.0	2
35	8	1	100.0	1.0	1
35	80	1	100.0	2.0	2
35	81	1	100.0	2.0	2
35	82	1	100.0	1.0	2
35	83	1	100.0	1.0	2
35	84	0	100.0	1.0	2
35	85	1	100.0	2.0	2
35	86	1			2
35	87	1	80.0	1.0	2
35	88	1			2
35	89	1			2
35	9	1	100.0	1.0	1
36	1	1	80.0	1.0	1
36	10	1			1
36	11	0	60.0	1.0	1
36	12	1	100.0	1.0	2
36	14	1	80.0	1.0	2
36	15	1	40.0	1.0	2
36	16	1	40.0	1.0	2
36	17	1	60.0	1.0	2
36	18	0			2
36	19	1			2
36	2	1			1
36	20	1	40.0	1.0	2
36	21	1	60.0	1.0	2
36	24	1	60.0	1.0	2
36	25	1	40.0	1.0	2
36	26	1			2
36	27	0	20.0	1.0	2
36	28	1	100.0	1.0	2
36	29	1	40.0	1.0	2
36	3	1			1
36	30	1	40.0	2.0	2
36	37	1	100.0	2.0	2
36	38	1	100.0	1.0	2
36	39	0			2
36	4	1	100.0	1.0	1
36	42	0	40.0	1.0	2
36	43	0	40.0	2.0	2
36	44	1	100.0	2.0	2
36	45	1	100.0	1.0	2
36	46	1	100.0	1.0	2
36	47	0			2
36	5	1	100.0	1.0	1
36	50	0			2
36	51	1	60.0	1.0	2
36	52	1	60.0	1.0	2
36	53	1			2
36	53,5	0	40.0	1.0	2
36	54	0			2
36	55	0	80.0	1.0	2
36	56	0	40.0	1.0	2
36	57	0			2
36	58	1	80.0	1.0	2
36	59	1	100.0	1.0	2
36	6	1			1
36	60	1	80.0	2.0	2
36	61	0	20.0	1.0	2
